league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type
ITA-Serie A,2024,Como,Alessandro Gabrielloni,ITA,"FW,MF",30-275,1994,12,0,112,1.2,1,1,2,1,0,0,1,0,0.3,0.3,0.8,1.1,4,5,12,0.8,0.8,1.61,0.8,1.61,0.23,0.62,0.85,0.23,0.85,standard
ITA-Serie A,2024,Como,Alessio Iovine,ITA,"DF,FW",34-069,1991,9,3,377,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,9,6,7,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,standard
ITA-Serie A,2024,Como,Ali Jasim,IRQ,"FW,DF",21-081,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Como,Alieu Fadera,GAM,"FW,DF",23-159,2001,24,20,1592,17.7,1,3,4,1,0,0,2,1,1.6,1.6,3.9,5.5,73,35,157,0.06,0.17,0.23,0.06,0.23,0.09,0.22,0.31,0.09,0.31,standard
ITA-Serie A,2024,Como,Anastasios Douvikas,GRE,FW,25-252,1999,7,1,202,2.2,1,0,1,1,0,0,1,0,1.4,1.4,0.1,1.5,3,1,17,0.45,0.0,0.45,0.45,0.45,0.61,0.07,0.67,0.61,0.67,standard
ITA-Serie A,2024,Como,Andrea Belotti,ITA,FW,31-112,1993,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43,standard
ITA-Serie A,2024,Como,Assane Diao,SEN,"FW,MF",19-216,2005,13,12,1080,12.0,6,1,7,6,0,0,2,0,3.1,3.1,0.4,3.4,44,33,102,0.5,0.08,0.58,0.5,0.58,0.25,0.03,0.29,0.25,0.29,standard
ITA-Serie A,2024,Como,Ben Lhassine Kone,CIV,MF,25-028,2000,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard
ITA-Serie A,2024,Como,Daniele Baselli,ITA,MF,33-030,1992,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Como,Dele Alli,ENG,MF,29-000,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Como,Edoardo Goldaniga,ITA,DF,31-160,1993,26,22,1992,22.1,0,0,0,0,0,0,10,1,1.8,1.8,0.1,2.0,17,59,7,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,standard
ITA-Serie A,2024,Como,Emil Audero,IDN,GK,28-083,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Como,Federico Barba,ITA,DF,31-222,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard
ITA-Serie A,2024,Como,Fellipe Jack,BRA,DF,19-089,2006,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
ITA-Serie A,2024,Como,Gabriel Strefezza,BRA,"FW,MF",27-358,1997,30,28,2219,24.7,3,3,6,3,0,0,4,0,3.2,3.2,3.0,6.2,56,91,137,0.12,0.12,0.24,0.12,0.24,0.13,0.12,0.25,0.13,0.25,standard
ITA-Serie A,2024,Como,Ignace Van Der Brempt,BEL,DF,23-010,2002,15,12,1066,11.8,0,1,1,0,0,0,3,0,0.2,0.2,0.5,0.7,16,33,32,0.0,0.08,0.08,0.0,0.08,0.02,0.04,0.06,0.02,0.06,standard
ITA-Serie A,2024,Como,Ivan Smolčić,CRO,DF,24-237,2000,7,6,537,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,23,9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard
ITA-Serie A,2024,Como,Jean Butez,FRA,GK,29-307,1995,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Como,Jonathan Ikone,FRA,FW,26-344,1998,7,1,204,2.3,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,12,4,21,0.88,0.0,0.88,0.88,0.88,0.44,0.01,0.46,0.44,0.46,standard
ITA-Serie A,2024,Como,Luca Mazzitelli,ITA,MF,29-147,1995,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21,standard
ITA-Serie A,2024,Como,Lucas Da Cunha,FRA,MF,23-306,2001,29,23,2017,22.4,3,1,4,3,0,0,3,0,1.5,1.5,2.6,4.1,49,104,68,0.13,0.04,0.18,0.13,0.18,0.07,0.12,0.18,0.07,0.18,standard
ITA-Serie A,2024,Como,Marc-Oliver Kempf,GER,DF,30-073,1995,25,24,2075,23.1,0,0,0,0,0,0,5,1,1.1,1.1,1.2,2.3,14,75,3,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,standard
ITA-Serie A,2024,Como,Marco Sala,ITA,DF,25-311,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard
ITA-Serie A,2024,Como,Matthias Braunöder,AUT,MF,23-015,2002,8,3,268,3.0,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,2,18,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard
ITA-Serie A,2024,Como,Maxence Caqueret,FRA,MF,25-055,2000,11,9,674,7.5,0,3,3,0,0,0,2,0,0.1,0.1,1.1,1.2,8,39,22,0.0,0.4,0.4,0.0,0.4,0.02,0.15,0.16,0.02,0.16,standard
ITA-Serie A,2024,Como,Máximo Perrone,ARG,MF,22-094,2003,20,14,1364,15.2,0,2,2,0,0,0,4,0,0.8,0.8,1.5,2.4,11,71,16,0.0,0.13,0.13,0.0,0.13,0.05,0.1,0.16,0.05,0.16,standard
ITA-Serie A,2024,Como,Mërgim Vojvoda,KVX,DF,30-069,1995,4,2,184,2.0,1,1,2,1,0,0,2,0,0.1,0.1,1.2,1.3,8,13,8,0.49,0.49,0.98,0.49,0.98,0.05,0.57,0.62,0.05,0.62,standard
ITA-Serie A,2024,Como,Nicolás Paz,ARG,"MF,FW",20-215,2004,28,24,2159,24.0,6,5,11,6,0,1,5,0,8.1,7.4,4.7,12.1,68,132,127,0.25,0.21,0.46,0.25,0.46,0.34,0.2,0.54,0.31,0.5,standard
ITA-Serie A,2024,Como,Oliver Abildgaard,DEN,MF,28-305,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Como,Patrick Cutrone,ITA,FW,27-098,1998,28,21,1824,20.3,6,3,9,6,0,1,1,0,6.0,5.2,2.0,7.2,45,26,134,0.3,0.15,0.44,0.3,0.44,0.3,0.1,0.39,0.26,0.35,standard
ITA-Serie A,2024,Como,Pepe Reina,ESP,GK,42-223,1982,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Como,Sergi Roberto,ESP,MF,33-063,1992,12,8,684,7.6,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,10,35,18,0.0,0.13,0.13,0.0,0.13,0.09,0.09,0.18,0.09,0.18,standard
ITA-Serie A,2024,Como,Simone Verdi,ITA,"MF,FW",32-273,1992,9,0,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,5,13,0.0,0.0,0.0,0.0,0.0,0.09,0.39,0.47,0.09,0.47,standard
ITA-Serie A,2024,Como,Yannik Engelhardt,GER,"MF,DF",24-063,2001,21,11,1077,12.0,1,1,2,1,0,0,3,0,0.6,0.6,1.4,1.9,15,51,16,0.08,0.08,0.17,0.08,0.17,0.05,0.12,0.16,0.05,0.16,standard
ITA-Serie A,2024,Como,Álex Valle,ESP,DF,20-351,2004,9,8,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,11,30,17,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09,standard
ITA-Serie A,2024,Empoli,Alberto Grassi,ITA,MF,30-035,1995,22,21,1697,18.9,1,0,1,1,0,0,7,0,0.7,0.7,0.8,1.6,14,54,14,0.05,0.0,0.05,0.05,0.05,0.04,0.04,0.08,0.04,0.08,standard
ITA-Serie A,2024,Empoli,Ardian Ismajli,ALB,DF,28-193,1996,24,24,2058,22.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,24,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard
ITA-Serie A,2024,Empoli,Christian Kouamé,CIV,"FW,MF",27-126,1997,8,5,507,5.6,1,0,1,1,0,0,0,0,2.7,2.7,0.7,3.3,5,13,39,0.18,0.0,0.18,0.18,0.18,0.47,0.12,0.59,0.47,0.59,standard
ITA-Serie A,2024,Empoli,Devis Vásquez,COL,GK,26-334,1998,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Empoli,Emmanuel Ekong,SWE,"MF,FW",22-290,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,standard
ITA-Serie A,2024,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31-090,1994,30,30,2618,29.1,2,1,3,2,0,0,5,0,3.6,3.6,0.5,4.1,19,40,88,0.07,0.03,0.1,0.07,0.1,0.12,0.02,0.14,0.12,0.14,standard
ITA-Serie A,2024,Empoli,Faustino Anjorin,ENG,MF,23-139,2001,17,13,983,10.9,0,3,3,0,0,0,2,0,0.8,0.8,1.6,2.4,27,50,30,0.0,0.27,0.27,0.0,0.27,0.07,0.15,0.22,0.07,0.22,standard
ITA-Serie A,2024,Empoli,Francesco Caputo,ITA,FW,37-248,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27-133,1997,29,28,2338,26.0,0,3,3,0,0,0,6,0,0.5,0.5,3.5,4.0,64,65,111,0.0,0.12,0.12,0.0,0.12,0.02,0.14,0.15,0.02,0.15,standard
ITA-Serie A,2024,Empoli,Ismael Konate,CIV,"FW,MF",19-013,2006,8,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,2,3,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,standard
ITA-Serie A,2024,Empoli,Jacopo Bacci,ITA,MF,19-296,2005,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Empoli,Jacopo Fazzini,ITA,"MF,FW",22-026,2003,13,9,801,8.9,0,0,0,0,0,0,1,1,0.8,0.8,0.2,1.0,19,25,48,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.11,0.08,0.11,standard
ITA-Serie A,2024,Empoli,Jacopo Seghetti,ITA,GK,20-053,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Empoli,Junior Sambia,FRA,"DF,FW",28-216,1996,12,2,308,3.4,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,2,18,16,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.15,0.09,0.15,standard
ITA-Serie A,2024,Empoli,Liam Henderson,SCO,MF,28-351,1996,30,22,1948,21.6,0,2,2,0,0,0,9,0,0.5,0.5,2.9,3.4,13,83,42,0.0,0.09,0.09,0.0,0.09,0.02,0.13,0.16,0.02,0.16,standard
ITA-Serie A,2024,Empoli,Liberato Cacace,NZL,"DF,MF",24-196,2000,27,18,1744,19.4,2,2,4,2,0,0,4,0,1.8,1.8,1.2,3.0,42,55,73,0.1,0.1,0.21,0.1,0.21,0.09,0.06,0.16,0.09,0.16,standard
ITA-Serie A,2024,Empoli,Lorenzo Colombo,ITA,"FW,MF",23-034,2002,31,24,1975,21.9,5,2,7,4,1,1,3,0,5.5,4.8,2.8,7.6,23,37,102,0.23,0.09,0.32,0.18,0.27,0.25,0.13,0.38,0.22,0.34,standard
ITA-Serie A,2024,Empoli,Lorenzo Tosto,ITA,DF,19-072,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Empoli,Luca Marianucci,ITA,DF,20-262,2004,13,7,664,7.4,0,0,0,0,0,0,0,1,0.3,0.3,0.2,0.5,8,14,2,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,standard
ITA-Serie A,2024,Empoli,Marco Silvestri,ITA,GK,34-040,1991,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Empoli,Mattia De Sciglio,ITA,DF,32-173,1992,16,7,769,8.5,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,4,18,7,0.12,0.0,0.12,0.12,0.12,0.07,0.02,0.09,0.07,0.09,standard
ITA-Serie A,2024,Empoli,Mattia Viti,ITA,DF,23-077,2002,23,23,1962,21.8,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,11,68,8,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,standard
ITA-Serie A,2024,Empoli,Nicolas Haas,SUI,MF,29-078,1996,10,2,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard
ITA-Serie A,2024,Empoli,Ola Solbakken,NOR,"MF,FW",26-216,1998,16,6,619,6.9,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,14,16,25,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17,standard
ITA-Serie A,2024,Empoli,Petar Stojanović,SVN,MF,29-186,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Empoli,Pietro Pellegri,ITA,FW,24-025,2001,11,5,414,4.6,3,0,3,3,0,0,2,0,0.3,0.3,0.6,0.9,12,8,28,0.65,0.0,0.65,0.65,0.65,0.06,0.12,0.19,0.06,0.19,standard
ITA-Serie A,2024,Empoli,Saba Goglichidze,GEO,DF,20-290,2004,27,24,2100,23.3,0,0,0,0,0,0,1,1,0.2,0.2,0.1,0.3,9,35,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard
ITA-Serie A,2024,Empoli,Sebastian Walukiewicz,POL,DF,25-006,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard
ITA-Serie A,2024,Empoli,Sebastiano Esposito,ITA,"MF,FW",22-283,2002,27,21,1828,20.3,8,0,8,7,1,2,1,0,5.2,3.7,1.9,5.6,27,71,75,0.39,0.0,0.39,0.34,0.34,0.26,0.09,0.35,0.18,0.27,standard
ITA-Serie A,2024,Empoli,Szymon Żurkowski,POL,MF,27-198,1997,5,0,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard
ITA-Serie A,2024,Empoli,Thomas Campaniello,ITA,FW,17-041,2008,2,0,24,0.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,5,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.91,1.91,1.91,standard
ITA-Serie A,2024,Empoli,Tyronne Ebuehi,NGA,DF,29-116,1995,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Empoli,Viktor Kovalenko,UKR,"MF,DF",29-056,1996,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,standard
ITA-Serie A,2024,Empoli,Youssef Maleh,MAR,MF,26-232,1998,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.9,0.9,0.9,1.8,10,72,37,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1,standard
ITA-Serie A,2024,Fiorentina,Albert Guðmundsson,ISL,"MF,FW",27-300,1997,19,13,978,10.9,6,0,6,4,2,2,2,0,3.8,2.2,1.1,3.3,25,31,39,0.55,0.0,0.55,0.37,0.37,0.35,0.1,0.45,0.2,0.31,standard
ITA-Serie A,2024,Fiorentina,Alessandro Bianco,ITA,MF,22-192,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Fiorentina,Amir Richardson,MAR,MF,23-077,2002,20,6,727,8.1,0,0,0,0,0,0,5,0,0.4,0.4,0.2,0.6,11,32,15,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,standard
ITA-Serie A,2024,Fiorentina,Andrea Colpani,ITA,"FW,MF",25-335,1999,22,18,1414,15.7,2,1,3,2,0,0,1,0,2.7,2.7,1.3,3.9,37,56,126,0.13,0.06,0.19,0.13,0.19,0.17,0.08,0.25,0.17,0.25,standard
ITA-Serie A,2024,Fiorentina,Antonín Barák,CZE,MF,30-129,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0.0,0.0,0.0,0.0,0.0,0.13,0.47,0.6,0.13,0.6,standard
ITA-Serie A,2024,Fiorentina,Cher Ndour,ITA,MF,20-258,2004,5,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,11,13,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,standard
ITA-Serie A,2024,Fiorentina,Christian Kouamé,CIV,"FW,MF",27-126,1997,18,5,622,6.9,0,1,1,0,0,0,1,0,1.1,1.1,1.5,2.5,7,16,46,0.0,0.14,0.14,0.0,0.14,0.15,0.21,0.37,0.15,0.37,standard
ITA-Serie A,2024,Fiorentina,Cristiano Biraghi,ITA,DF,32-222,1992,8,5,433,4.8,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,3,15,17,0.21,0.0,0.21,0.21,0.21,0.03,0.06,0.1,0.03,0.1,standard
ITA-Serie A,2024,Fiorentina,Danilo Cataldi,ITA,MF,30-248,1994,22,20,1458,16.2,3,0,3,3,0,0,1,0,1.0,1.0,0.6,1.6,17,78,12,0.19,0.0,0.19,0.19,0.19,0.07,0.04,0.1,0.07,0.1,standard
ITA-Serie A,2024,Fiorentina,David de Gea,ESP,GK,34-155,1990,28,28,2520,28.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01,standard
ITA-Serie A,2024,Fiorentina,Dodô,BRA,DF,26-145,1998,30,30,2665,29.6,0,4,4,0,0,0,7,0,1.0,1.0,3.7,4.8,117,110,152,0.0,0.14,0.14,0.0,0.14,0.04,0.13,0.16,0.04,0.16,standard
ITA-Serie A,2024,Fiorentina,Edoardo Bove,ITA,"MF,FW",22-330,2002,12,11,851,9.5,1,2,3,1,0,0,3,0,0.6,0.6,1.5,2.1,12,37,24,0.11,0.21,0.32,0.11,0.32,0.06,0.16,0.22,0.06,0.22,standard
ITA-Serie A,2024,Fiorentina,Fabiano Parisi,ITA,"DF,MF",24-153,2000,20,8,814,9.0,1,0,1,1,0,0,1,0,0.3,0.3,0.8,1.2,19,34,22,0.11,0.0,0.11,0.11,0.11,0.04,0.09,0.13,0.04,0.13,standard
ITA-Serie A,2024,Fiorentina,Jonathan Ikone,FRA,"FW,MF",26-344,1998,14,1,334,3.7,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,12,13,39,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.23,0.21,0.23,standard
ITA-Serie A,2024,Fiorentina,Luca Ranieri,ITA,DF,25-353,1999,30,29,2572,28.6,1,2,3,1,0,0,4,0,0.9,0.9,1.5,2.4,18,62,8,0.03,0.07,0.1,0.03,0.1,0.03,0.05,0.08,0.03,0.08,standard
ITA-Serie A,2024,Fiorentina,Lucas Beltrán,ARG,"MF,FW",24-013,2001,27,17,1589,17.7,4,4,8,2,2,3,3,0,5.1,2.7,2.9,5.6,20,55,79,0.23,0.23,0.45,0.11,0.34,0.29,0.16,0.45,0.15,0.32,standard
ITA-Serie A,2024,Fiorentina,Lucas Martínez Quarta,ARG,DF,28-336,1996,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,3,14,2,0.26,0.0,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19,standard
ITA-Serie A,2024,Fiorentina,Maat Daniel Caprini,ITA,FW,19-059,2006,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Fiorentina,Marin Pongračić,CRO,DF,27-212,1997,13,9,900,10.0,0,0,0,0,0,0,3,1,0.1,0.1,0.2,0.4,4,15,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,standard
ITA-Serie A,2024,Fiorentina,Matias Moreno,ARG,DF,21-199,2003,4,2,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard
ITA-Serie A,2024,Fiorentina,Michael Folorunsho,ITA,"FW,MF",27-063,1998,10,5,527,5.9,0,0,0,0,0,0,4,0,0.7,0.7,0.6,1.3,8,20,23,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.22,0.12,0.22,standard
ITA-Serie A,2024,Fiorentina,Michael Kayode,ITA,"DF,FW",20-275,2004,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,8,6,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.21,0.07,0.21,standard
ITA-Serie A,2024,Fiorentina,Moise Kean,ITA,FW,25-042,2000,28,27,2344,26.0,17,3,20,16,1,2,5,0,15.6,14.0,1.8,15.8,33,23,125,0.65,0.12,0.77,0.61,0.73,0.6,0.07,0.67,0.54,0.61,standard
ITA-Serie A,2024,Fiorentina,Nicolò Fagioli,ITA,MF,24-058,2001,8,5,508,5.6,0,2,2,0,0,0,0,0,0.2,0.2,1.5,1.6,6,26,8,0.0,0.35,0.35,0.0,0.35,0.03,0.26,0.29,0.03,0.29,standard
ITA-Serie A,2024,Fiorentina,Nicolò Zaniolo,ITA,FW,25-283,1999,6,3,257,2.9,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,5,4,15,0.0,0.0,0.0,0.0,0.0,0.21,0.05,0.26,0.2,0.24,standard
ITA-Serie A,2024,Fiorentina,Pablo Marí,ESP,DF,31-223,1993,6,5,468,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,10,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard
ITA-Serie A,2024,Fiorentina,Pietro Comuzzo,ITA,DF,20-050,2005,27,21,1942,21.6,0,0,0,0,0,0,5,0,0.4,0.4,0.5,0.9,6,58,4,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard
ITA-Serie A,2024,Fiorentina,Pietro Terracciano,ITA,GK,35-034,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25-312,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19,standard
ITA-Serie A,2024,Fiorentina,Robin Gosens,GER,DF,30-280,1994,26,23,2061,22.9,4,4,8,4,0,0,5,0,1.5,1.5,1.9,3.4,26,84,65,0.17,0.17,0.35,0.17,0.35,0.07,0.08,0.15,0.07,0.15,standard
ITA-Serie A,2024,Fiorentina,Rolando Mandragora,ITA,MF,27-286,1997,22,15,1332,14.8,2,2,4,1,1,1,5,0,1.6,0.8,2.0,2.8,8,55,20,0.14,0.14,0.27,0.07,0.2,0.11,0.14,0.25,0.06,0.19,standard
ITA-Serie A,2024,Fiorentina,Sofyan Amrabat,MAR,MF,28-233,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
ITA-Serie A,2024,Fiorentina,Tommaso Rubino,ITA,MF,18-152,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,standard
