league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,90s_defense
FRA-Ligue 1,2021,Lyon,Maxence Caqueret,FRA,MF,20,2000.0,29,19,1761,19.6,0,1,1,0,0,0,4,1,0.7,0.7,1.6,2.3,24,174,44,0.0,0.05,0.05,0.0,0.05,0.04,0.08,0.12,0.04,0.12,standard,FRA,MF,20,2000.0,19.6,72,45,17,39,16,35,106,33.0,71,35,3,32,23,95,5,2,defense,FRA,MF,20,2000.0,19.6,0,10,1,10.0,0.51,0.05,0.0,0.0,21.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting,FRA,MF,20,2000.0,19.6,921,1077,85.5,14607,5416,478,537,89.0,330,367,89.9,72,95,75.8,1,1.6,2.4,-0.6,16,108,30,2,174,passing,FRA,MF,20,2000.0,19.6,4,1,1,31,26,0,13,23,45,0,0,0,140,9,12,42.9,misc,FRA,MF,20,2000.0,,1309,15,194,802,335,25,1309,44,33,75.0,11,25.0,765,3454,1536,24,25,7,38,29,915,44,possession,19.6
FRA-Ligue 1,2021,Saint-Étienne,Maxence Rivera,FRA,"MF,FW",18,2002.0,17,1,239,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,9,18,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,standard,FRA,"MF,FW",18,2002.0,2.7,12,10,6,4,2,4,10,40.0,6,5,0,5,1,13,0,0,defense,FRA,"MF,FW",18,2002.0,2.7,0,2,1,50.0,0.75,0.38,0.0,0.0,21.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,FRA,"MF,FW",18,2002.0,2.7,79,108,73.1,1293,317,40,48,83.3,31,41,75.6,6,13,46.2,0,0.1,0.1,-0.1,2,6,2,2,9,passing,FRA,"MF,FW",18,2002.0,2.7,0,0,0,2,2,0,10,1,10,0,0,0,18,1,5,16.7,misc,FRA,"MF,FW",18,2002.0,,162,3,28,82,57,2,162,14,5,35.7,9,64.3,103,531,287,6,4,2,14,4,105,18,possession,2.7
FRA-Ligue 1,2021,Marseille,Maxime Lopez,FRA,"FW,MF",22,1997.0,4,2,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,standard,FRA,"FW,MF",22,1997.0,1.5,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0,defense,FRA,"FW,MF",22,1997.0,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"FW,MF",22,1997.0,1.5,47,58,81.0,573,190,32,36,88.9,8,10,80.0,2,2,100.0,0,0.1,0.0,-0.1,1,5,1,0,5,passing,FRA,"FW,MF",22,1997.0,1.5,1,0,0,4,1,0,0,2,1,0,0,0,4,0,2,0.0,misc,FRA,"FW,MF",22,1997.0,,68,0,15,37,17,2,68,1,1,100.0,0,0.0,42,188,103,0,0,0,2,0,51,5,possession,1.5
FRA-Ligue 1,2021,Bordeaux,Maxime Poundjé,FRA,DF,27,1992.0,14,4,491,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,21,16,17,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,FRA,DF,27,1992.0,5.5,10,7,9,1,0,2,6,33.3,4,7,3,4,11,21,5,0,defense,FRA,DF,27,1992.0,5.5,0,1,0,0.0,0.18,0.0,0.0,,24.9,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting,FRA,DF,27,1992.0,5.5,189,261,72.4,2782,937,107,128,83.6,74,95,77.9,5,16,31.3,0,0.1,0.1,-0.1,1,8,2,1,16,passing,FRA,DF,27,1992.0,5.5,1,0,0,3,9,0,25,11,7,0,0,0,17,16,10,61.5,misc,FRA,DF,27,1992.0,,306,12,80,157,75,1,306,10,8,80.0,2,20.0,192,1382,699,21,15,0,3,9,199,17,possession,5.5
FRA-Ligue 1,2021,Lyon,Maxwel Cornet,CIV,"DF,FW",23,1996.0,36,29,2446,27.2,2,5,7,2,0,0,5,0,2.1,2.1,3.5,5.6,73,128,196,0.07,0.18,0.26,0.07,0.26,0.08,0.13,0.21,0.08,0.21,standard,CIV,"DF,FW",23,1996.0,27.2,70,41,39,24,7,33,58,56.9,25,23,5,18,43,113,47,2,defense,CIV,"DF,FW",23,1996.0,27.2,2,21,11,52.4,0.77,0.4,0.1,0.18,17.6,2,0,0,2.1,2.1,0.1,-0.1,-0.1,shooting,CIV,"DF,FW",23,1996.0,27.2,1331,1715,77.6,20069,7736,772,883,87.4,438,580,75.5,83,161,51.6,5,3.5,3.0,1.5,25,84,19,12,128,passing,CIV,"DF,FW",23,1996.0,27.2,5,0,0,30,32,3,82,43,41,2,0,0,178,41,34,54.7,misc,CIV,"DF,FW",23,1996.0,,2010,78,591,957,476,50,2010,39,23,59.0,16,41.0,1069,5008,2862,73,51,15,36,15,1210,196,possession,27.2
FRA-Ligue 1,2021,Angers,Mathias Pereira Lage,POR,"FW,MF",23,1996.0,28,16,1467,16.3,4,1,5,4,0,0,5,0,2.1,2.1,0.6,2.7,24,44,87,0.25,0.06,0.31,0.25,0.31,0.13,0.04,0.16,0.13,0.16,standard,POR,"FW,MF",23,1996.0,16.3,29,17,12,15,2,10,40,25.0,30,21,4,17,15,44,16,0,defense,POR,"FW,MF",23,1996.0,16.3,4,28,10,35.7,1.72,0.61,0.14,0.4,21.7,2,0,0,2.1,2.1,0.08,1.9,1.9,shooting,POR,"FW,MF",23,1996.0,16.3,336,462,72.7,4860,1456,202,240,84.2,101,147,68.7,17,31,54.8,1,0.6,0.6,0.4,10,26,7,3,44,passing,POR,"FW,MF",23,1996.0,16.3,5,0,0,29,15,2,26,15,17,0,1,0,61,21,39,35.0,misc,POR,"FW,MF",23,1996.0,,666,18,122,317,238,27,666,39,17,43.6,22,56.4,356,1950,883,24,30,6,37,16,428,87,possession,16.3
FRA-Ligue 1,2021,Reims,Mathieu Cafaro,FRA,"MF,FW",23,1997.0,31,27,2074,23.0,4,2,6,4,0,0,3,0,2.7,2.7,2.6,5.3,61,69,111,0.17,0.09,0.26,0.17,0.26,0.12,0.11,0.23,0.12,0.23,standard,FRA,"MF,FW",23,1997.0,23.0,40,17,15,19,6,13,43,30.2,30,11,0,11,17,57,12,0,defense,FRA,"MF,FW",23,1997.0,23.0,4,60,21,35.0,2.6,0.91,0.07,0.19,24.9,10,0,0,2.7,2.7,0.04,1.3,1.3,shooting,FRA,"MF,FW",23,1997.0,23.0,515,840,61.3,9450,2697,242,308,78.6,183,275,66.5,77,197,39.1,2,2.6,2.4,-0.6,24,54,25,10,69,passing,FRA,"MF,FW",23,1997.0,23.0,3,0,0,29,37,5,110,17,17,0,0,0,111,8,17,32.0,misc,FRA,"MF,FW",23,1997.0,,1110,13,180,497,454,44,1110,52,21,40.4,31,59.6,660,4307,2159,61,52,14,57,13,767,111,possession,23.0
FRA-Ligue 1,2021,Saint-Étienne,Mathieu Debuchy,FRA,DF,35,1985.0,26,25,2103,23.4,2,1,3,2,0,0,5,0,2.7,2.7,1.5,4.2,33,80,91,0.09,0.04,0.13,0.09,0.13,0.12,0.07,0.18,0.12,0.18,standard,FRA,DF,35,1985.0,23.4,58,33,37,17,4,40,62,64.5,22,27,9,18,45,103,61,0,defense,FRA,DF,35,1985.0,23.4,2,26,7,26.9,1.11,0.3,0.08,0.29,13.5,0,0,0,2.7,2.7,0.1,-0.7,-0.7,shooting,FRA,DF,35,1985.0,23.4,909,1267,71.7,14644,6942,509,588,86.6,292,404,72.3,86,197,43.7,1,1.5,1.0,-0.5,18,71,28,17,80,passing,FRA,DF,35,1985.0,23.4,5,0,0,40,18,4,96,45,33,0,3,0,116,70,31,69.3,misc,FRA,DF,35,1985.0,,1585,87,524,670,399,40,1585,29,14,48.3,15,51.7,651,2926,1383,33,18,1,33,14,736,91,possession,23.4
FRA-Ligue 1,2021,Saint-Étienne,Mathys Saban,FRA,FW,18,2002.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,18,2002.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,18,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,18,2002.0,0.1,3,3,100.0,36,4,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,passing,FRA,FW,18,2002.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,FRA,FW,18,2002.0,,3,0,0,3,0,0,3,0,0,,0,,4,19,0,0,0,0,0,1,4,1,possession,0.1
FRA-Ligue 1,2021,Nîmes,Matteo Ahlinvi,BEN,MF,21,1999.0,20,10,899,10.0,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.5,31,25,17,0.2,0.0,0.2,0.2,0.2,0.14,0.02,0.16,0.14,0.16,standard,BEN,MF,21,1999.0,10.0,26,20,10,14,2,11,39,28.2,28,6,0,6,2,28,8,0,defense,BEN,MF,21,1999.0,10.0,2,12,7,58.3,1.2,0.7,0.17,0.29,22.5,0,0,0,1.4,1.4,0.11,0.6,0.6,shooting,BEN,MF,21,1999.0,10.0,258,322,80.1,4276,822,121,131,92.4,116,144,80.6,15,25,60.0,0,0.2,0.1,-0.2,5,12,2,0,25,passing,BEN,MF,21,1999.0,10.0,0,0,0,17,15,1,6,2,20,0,1,0,57,8,13,38.1,misc,BEN,MF,21,1999.0,,450,13,95,286,80,12,450,29,19,65.5,10,34.5,303,2040,1166,31,14,3,26,16,302,17,possession,10.0
FRA-Ligue 1,2021,Lorient,Matthieu Dreyer,FRA,GK,31,1989.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,31,1989.0,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,defense,FRA,GK,31,1989.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,31,1989.0,15.0,225,358,62.8,7179,5810,26,28,92.9,110,111,99.1,88,216,40.7,0,0.0,0.0,0.0,0,2,0,0,0,passing,FRA,GK,31,1989.0,15.0,1,0,0,0,1,0,0,0,0,0,0,0,20,1,0,100.0,misc,FRA,GK,31,1989.0,,395,342,393,2,0,0,395,1,0,0.0,1,100.0,174,1021,608,0,0,0,0,0,123,0,possession,15.0
FRA-Ligue 1,2021,Metz,Matthieu Udol,FRA,DF,24,1996.0,25,19,1724,19.2,0,3,3,0,0,0,1,1,0.6,0.6,2.7,3.3,50,58,77,0.0,0.16,0.16,0.0,0.16,0.03,0.14,0.17,0.03,0.17,standard,FRA,DF,24,1996.0,19.2,34,21,18,12,4,17,39,43.6,22,25,5,20,39,73,30,0,defense,FRA,DF,24,1996.0,19.2,0,13,4,30.8,0.68,0.21,0.0,0.0,21.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,FRA,DF,24,1996.0,19.2,775,959,80.8,12133,4433,418,462,90.5,295,348,84.8,44,103,42.7,3,2.7,1.8,0.3,23,35,16,10,58,passing,FRA,DF,24,1996.0,19.2,1,1,0,15,18,0,59,39,21,0,2,0,108,17,14,54.8,misc,FRA,DF,24,1996.0,,1171,41,365,535,283,19,1171,31,15,48.4,16,51.6,615,3444,1848,50,31,6,32,17,660,77,possession,19.2
FRA-Ligue 1,2021,Rennes,Matthis Abline,FRA,FW,17,2003.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,17,2003.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,17,2003.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,17,2003.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,17,2003.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,FRA,FW,17,2003.0,,1,0,0,0,1,0,1,1,1,100.0,0,0.0,1,0,0,0,0,0,0,0,1,0,possession,0.0
FRA-Ligue 1,2021,Reims,Kaj Sierhuis,NED,"FW,MF",22,1998.0,24,6,652,7.2,0,1,1,0,0,0,2,0,0.9,0.9,0.5,1.5,4,22,38,0.0,0.14,0.14,0.0,0.14,0.13,0.07,0.2,0.13,0.2,standard,NED,"FW,MF",22,1998.0,7.2,7,2,1,2,4,2,9,22.2,7,2,1,1,2,9,5,0,defense,NED,"FW,MF",22,1998.0,7.2,0,14,3,21.4,1.93,0.41,0.0,0.0,16.4,1,0,0,0.9,0.9,0.07,-0.9,-0.9,shooting,NED,"FW,MF",22,1998.0,7.2,101,165,61.2,1700,406,52,79,65.8,37,53,69.8,9,15,60.0,1,0.5,0.6,0.5,9,16,7,1,22,passing,NED,"FW,MF",22,1998.0,7.2,2,0,0,17,4,1,6,2,2,0,0,0,25,13,18,41.9,misc,NED,"FW,MF",22,1998.0,,241,5,18,103,121,29,241,15,10,66.7,5,33.3,123,461,181,4,3,1,21,14,181,38,possession,7.2
FRA-Ligue 1,2021,Nantes,Kalifa Coulibaly,MLI,FW,28,1991.0,17,11,981,10.9,3,1,4,2,1,1,2,0,2.6,1.8,1.1,2.9,6,20,70,0.28,0.09,0.37,0.18,0.28,0.24,0.1,0.34,0.17,0.27,standard,MLI,FW,28,1991.0,10.9,3,1,0,1,2,2,8,25.0,6,3,1,2,2,5,12,0,defense,MLI,FW,28,1991.0,10.9,3,18,4,22.2,1.65,0.37,0.11,0.5,13.1,0,1,1,2.6,1.8,0.1,0.4,0.2,shooting,MLI,FW,28,1991.0,10.9,155,269,57.6,1850,497,102,158,64.6,36,67,53.7,4,6,66.7,1,1.1,0.9,-0.1,10,14,2,0,20,passing,MLI,FW,28,1991.0,10.9,2,0,0,12,7,11,2,2,1,0,0,0,18,91,82,52.6,misc,MLI,FW,28,1991.0,,372,13,20,134,219,53,371,6,3,50.0,3,50.0,159,643,181,6,8,4,26,13,298,70,possession,10.9
FRA-Ligue 1,2021,Nîmes,Karim Aribi,ALG,FW,26,1994.0,13,2,294,3.3,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,4,2,19,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.27,0.24,0.27,standard,ALG,FW,26,1994.0,3.3,2,2,0,1,1,0,5,0.0,5,1,0,1,0,2,3,0,defense,ALG,FW,26,1994.0,3.3,0,8,2,25.0,2.45,0.61,0.0,0.0,13.5,0,0,0,0.8,0.8,0.1,-0.8,-0.8,shooting,ALG,FW,26,1994.0,3.3,38,68,55.9,453,66,25,35,71.4,9,16,56.3,0,2,0.0,0,0.1,0.1,-0.1,2,1,1,0,2,passing,ALG,FW,26,1994.0,3.3,0,0,0,2,2,0,2,0,2,1,0,0,7,12,39,23.5,misc,ALG,FW,26,1994.0,,110,3,13,54,47,12,110,8,3,37.5,5,62.5,45,272,114,4,3,2,13,3,72,19,possession,3.3
FRA-Ligue 1,2021,Lyon,Karl Toko Ekambi,CMR,FW,27,1992.0,35,34,2811,31.2,14,6,20,14,0,0,3,0,17.3,17.3,6.9,24.2,118,91,281,0.45,0.19,0.64,0.45,0.64,0.55,0.22,0.78,0.55,0.78,standard,CMR,FW,27,1992.0,31.2,16,10,5,3,8,8,32,25.0,24,20,1,19,26,42,8,0,defense,CMR,FW,27,1992.0,31.2,14,90,39,43.3,2.88,1.25,0.16,0.36,13.6,0,0,0,17.3,17.3,0.19,-3.3,-3.3,shooting,CMR,FW,27,1992.0,31.2,751,975,77.0,10807,2374,458,531,86.3,223,290,76.9,39,65,60.0,6,6.9,5.4,-0.9,49,41,36,5,91,passing,CMR,FW,27,1992.0,31.2,3,0,0,27,27,15,53,26,10,2,0,0,107,35,44,44.3,misc,CMR,FW,27,1992.0,,1318,11,115,568,659,180,1318,106,61,57.5,45,42.5,880,5799,3167,118,77,54,73,26,1056,281,possession,31.2
FRA-Ligue 1,2021,Nice,Kasper Dolberg,DEN,FW,22,1997.0,25,21,1928,21.4,6,2,8,4,2,2,2,0,8.4,6.8,1.1,7.9,15,21,92,0.28,0.09,0.37,0.19,0.28,0.39,0.05,0.44,0.32,0.37,standard,DEN,FW,22,1997.0,21.4,6,2,1,3,2,2,11,18.2,9,11,2,9,6,12,19,1,defense,DEN,FW,22,1997.0,21.4,6,35,16,45.7,1.63,0.75,0.11,0.25,13.5,1,2,2,8.4,6.8,0.19,-2.4,-2.8,shooting,DEN,FW,22,1997.0,21.4,251,313,80.2,3386,407,135,164,82.3,81,94,86.2,8,12,66.7,2,1.1,0.9,0.9,16,15,4,0,21,passing,DEN,FW,22,1997.0,21.4,2,0,0,21,49,5,3,6,2,0,0,0,43,21,19,52.5,misc,DEN,FW,22,1997.0,,514,23,46,280,192,59,512,32,11,34.4,21,65.6,285,1266,391,15,12,6,72,31,381,92,possession,21.4
FRA-Ligue 1,2021,Paris S-G,Kays Ruiz,FRA,"FW,MF",17,2002.0,7,1,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,12,14,12,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,FRA,"FW,MF",17,2002.0,2.1,1,1,0,1,0,0,4,0.0,4,1,0,1,3,4,2,0,defense,FRA,"FW,MF",17,2002.0,2.1,0,2,0,0.0,0.97,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,FRA,"FW,MF",17,2002.0,2.1,162,183,88.5,2047,522,103,113,91.2,38,44,86.4,6,6,100.0,0,0.0,0.2,0.0,0,9,3,0,14,passing,FRA,"FW,MF",17,2002.0,2.1,1,0,0,4,5,0,1,3,1,0,0,0,8,1,2,33.3,misc,FRA,"FW,MF",17,2002.0,,206,3,36,105,65,4,206,7,5,71.4,2,28.6,145,912,494,12,11,0,4,5,184,12,possession,2.1
FRA-Ligue 1,2021,Montpellier,Keagan Dolly,RSA,MF,27,1993.0,18,3,452,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,11,19,19,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,standard,RSA,MF,27,1993.0,5.0,7,2,6,0,1,4,8,50.0,4,3,0,3,5,12,2,0,defense,RSA,MF,27,1993.0,5.0,0,5,0,0.0,1.0,0.0,0.0,,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,RSA,MF,27,1993.0,5.0,150,177,84.7,2231,457,88,96,91.7,42,51,82.4,13,18,72.2,0,0.3,0.3,-0.3,4,16,2,0,19,passing,RSA,MF,27,1993.0,5.0,2,0,0,6,3,2,13,5,2,0,0,0,15,1,7,12.5,misc,RSA,MF,27,1993.0,,217,4,29,113,78,2,217,6,3,50.0,3,50.0,127,744,405,11,6,0,11,3,150,19,possession,5.0
FRA-Ligue 1,2021,Nîmes,Kelyan Guessoum,FRA,DF,21,1999.0,15,11,1128,12.5,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.6,4,24,1,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,FRA,DF,21,1999.0,12.5,13,7,11,1,1,11,16,68.8,5,8,6,2,24,37,51,0,defense,FRA,DF,21,1999.0,12.5,0,6,1,16.7,0.48,0.08,0.0,0.0,11.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,shooting,FRA,DF,21,1999.0,12.5,505,573,88.1,10583,2516,112,125,89.6,333,356,93.5,58,84,69.0,0,0.2,0.1,-0.2,1,13,2,0,24,passing,FRA,DF,21,1999.0,12.5,2,0,0,6,13,0,0,24,7,1,0,0,36,16,12,57.1,misc,FRA,DF,21,1999.0,,686,68,381,295,14,7,686,1,1,100.0,0,0.0,443,2350,1311,4,3,0,3,1,463,1,possession,12.5
FRA-Ligue 1,2021,Dijon,Mama Samba Baldé,GNB,FW,24,1995.0,29,24,2161,24.0,7,0,7,7,0,0,4,0,8.1,8.1,0.6,8.7,22,24,162,0.29,0.0,0.29,0.29,0.29,0.34,0.02,0.36,0.34,0.36,standard,GNB,FW,24,1995.0,24.0,23,9,4,13,6,9,22,40.9,13,16,1,15,4,27,26,0,defense,GNB,FW,24,1995.0,24.0,7,58,19,32.8,2.42,0.79,0.12,0.37,15.2,0,0,0,8.1,8.1,0.14,-1.1,-1.1,shooting,GNB,FW,24,1995.0,24.0,326,476,68.5,4346,785,198,259,76.4,87,118,73.7,16,27,59.3,0,0.6,0.8,-0.6,10,12,6,0,24,passing,GNB,FW,24,1995.0,24.0,4,0,0,38,40,16,7,4,9,1,0,0,75,58,117,33.1,misc,GNB,FW,24,1995.0,,791,28,71,361,367,104,791,50,19,38.0,31,62.0,472,2131,708,22,20,21,92,54,573,162,possession,24.0
FRA-Ligue 1,2021,Metz,Mamadou Fofana,MLI,"MF,DF",22,1998.0,16,11,1070,11.9,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,20,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,standard,MLI,"MF,DF",22,1998.0,11.9,25,11,17,8,0,7,31,22.6,24,14,2,12,18,43,36,0,defense,MLI,"MF,DF",22,1998.0,11.9,0,3,0,0.0,0.25,0.0,0.0,,12.6,0,0,0,0.4,0.4,0.14,-0.4,-0.4,shooting,MLI,"MF,DF",22,1998.0,11.9,376,452,83.2,6799,2303,144,164,87.8,186,211,88.2,40,66,60.6,0,0.1,0.1,-0.1,2,15,0,0,20,passing,MLI,"MF,DF",22,1998.0,11.9,2,0,0,12,1,0,0,18,11,0,1,0,78,11,13,45.8,misc,MLI,"MF,DF",22,1998.0,,561,49,269,276,19,5,561,2,2,100.0,0,0.0,300,1103,530,2,2,0,6,3,306,2,possession,11.9
FRA-Ligue 1,2021,Lens,Manuel Perez,FRA,"MF,FW",29,1991.0,4,1,128,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,6,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,FRA,"MF,FW",29,1991.0,1.4,1,0,1,0,0,0,8,0.0,8,2,0,2,2,3,2,0,defense,FRA,"MF,FW",29,1991.0,1.4,0,1,0,0.0,0.7,0.0,0.0,,26.0,1,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,FRA,"MF,FW",29,1991.0,1.4,37,43,86.0,689,183,17,19,89.5,15,16,93.8,5,6,83.3,0,0.0,0.0,0.0,0,6,0,0,6,passing,FRA,"MF,FW",29,1991.0,1.4,1,0,0,3,0,0,0,2,0,0,0,0,3,2,2,50.0,misc,FRA,"MF,FW",29,1991.0,,57,4,11,38,8,0,57,0,0,,0,,22,109,39,1,2,0,1,1,26,1,possession,1.4
FRA-Ligue 1,2021,Montpellier,Junior Sambia,FRA,"DF,MF",23,1996.0,36,26,2448,27.2,1,6,7,1,0,0,2,0,1.0,1.0,2.8,3.8,61,118,122,0.04,0.22,0.26,0.04,0.26,0.04,0.1,0.14,0.04,0.14,standard,FRA,"DF,MF",23,1996.0,27.2,41,29,20,14,7,26,38,68.4,12,27,14,13,39,80,46,0,defense,FRA,"DF,MF",23,1996.0,27.2,1,18,7,38.9,0.66,0.26,0.06,0.14,22.5,5,0,0,1.0,1.0,0.06,0.0,0.0,shooting,FRA,"DF,MF",23,1996.0,27.2,1021,1322,77.2,17044,7036,540,609,88.7,362,473,76.5,99,173,57.2,6,2.8,2.8,3.2,26,95,39,21,118,passing,FRA,"DF,MF",23,1996.0,27.2,2,0,0,23,44,3,92,39,29,1,0,0,139,41,35,53.9,misc,FRA,"DF,MF",23,1996.0,,1634,70,432,762,460,25,1634,74,37,50.0,37,50.0,855,4835,2668,61,72,9,41,37,975,122,possession,27.2
FRA-Ligue 1,2021,Brest,Jérémy Le Douaron,FRA,"FW,MF",22,1998.0,28,7,816,9.1,1,2,3,1,0,0,0,0,2.2,2.2,0.5,2.8,22,10,68,0.11,0.22,0.33,0.11,0.33,0.25,0.06,0.31,0.25,0.31,standard,FRA,"FW,MF",22,1998.0,9.1,15,10,9,4,2,7,21,33.3,14,14,1,13,8,23,11,0,defense,FRA,"FW,MF",22,1998.0,9.1,1,13,7,53.8,1.43,0.77,0.08,0.14,12.3,0,0,0,2.2,2.2,0.17,-1.2,-1.2,shooting,FRA,"FW,MF",22,1998.0,9.1,125,188,66.5,1660,311,73,97,75.3,37,61,60.7,4,8,50.0,2,0.5,0.5,1.5,8,4,4,1,10,passing,FRA,"FW,MF",22,1998.0,9.1,0,0,0,18,17,1,12,8,10,1,0,0,36,28,26,51.9,misc,FRA,"FW,MF",22,1998.0,,338,13,54,123,168,28,338,28,9,32.1,19,67.9,197,1240,439,22,13,7,35,24,215,68,possession,9.1
